Date,Region,Manufacturer,Measure,Frequency,Value,DateLabel,DateKey
2024-02-29,EU + EFTA + UK,Porsche,YTD,M,18524,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Renault,TTM,M,811078,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Renault,UNITS,M,49521,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Renault,YTD,M,90541,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Renault Group,TTM,M,1450126,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Renault Group,UNITS,M,96653,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Renault Group,YTD,M,189550,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,SAIC Motor,TTM,M,281727,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,SAIC Motor,UNITS,M,15804,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,SAIC Motor,YTD,M,32611,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Seat,TTM,M,284785,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Seat,UNITS,M,21884,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Seat,YTD,M,41946,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Skoda,TTM,M,738841,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Skoda,UNITS,M,58854,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Skoda,YTD,M,120441,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Smart,TTM,M,28588,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Smart,UNITS,M,2093,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Smart,YTD,M,4462,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Stellantis,TTM,M,2454815,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Stellantis,UNITS,M,186151,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Stellantis,YTD,M,369470,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Suzuki,TTM,M,206383,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Suzuki,UNITS,M,18584,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Suzuki,YTD,M,34396,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Tesla,TTM,M,530416,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Tesla,UNITS,M,28182,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Tesla,YTD,M,46343,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Toyota,TTM,M,911364,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Toyota,UNITS,M,70595,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Toyota,YTD,M,149356,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Toyota Group,TTM,M,980888,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Toyota Group,UNITS,M,75438,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Toyota Group,YTD,M,159395,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volkswagen,TTM,M,1536344,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volkswagen,UNITS,M,96562,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volkswagen,YTD,M,193379,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volkswagen Group,TTM,M,3725359,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volkswagen Group,UNITS,M,248647,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volkswagen Group,YTD,M,503487,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volvo Cars,TTM,M,327464,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volvo Cars,UNITS,M,27681,2024-02,1709164800000
2024-02-29,EU + EFTA + UK,Volvo Cars,YTD,M,53613,2024-02,1709164800000
2024-02-29,European Union (EU),Alfa Romeo,TTM,M,49973,2024-02,1709164800000
2024-02-29,European Union (EU),Alfa Romeo,UNITS,M,3446,2024-02,1709164800000
2024-02-29,European Union (EU),Alfa Romeo,YTD,M,7242,2024-02,1709164800000
2024-02-29,European Union (EU),Alpine,TTM,M,3968,2024-02,1709164800000
2024-02-29,European Union (EU),Alpine,UNITS,M,278,2024-02,1709164800000
2024-02-29,European Union (EU),Alpine,YTD,M,442,2024-02,1709164800000
2024-02-29,European Union (EU),Audi,TTM,M,591494,2024-02,1709164800000
2024-02-29,European Union (EU),Audi,UNITS,M,39454,2024-02,1709164800000
2024-02-29,European Union (EU),Audi,YTD,M,82615,2024-02,1709164800000
2024-02-29,European Union (EU),BMW,TTM,M,623328,2024-02,1709164800000
2024-02-29,European Union (EU),BMW,UNITS,M,47165,2024-02,1709164800000
2024-02-29,European Union (EU),BMW,YTD,M,95456,2024-02,1709164800000
2024-02-29,European Union (EU),BMW Group,TTM,M,762159,2024-02,1709164800000
2024-02-29,European Union (EU),BMW Group,UNITS,M,55302,2024-02,1709164800000
2024-02-29,European Union (EU),BMW Group,YTD,M,111136,2024-02,1709164800000
2024-02-29,European Union (EU),Citroen,TTM,M,362292,2024-02,1709164800000
2024-02-29,European Union (EU),Citroen,UNITS,M,34264,2024-02,1709164800000
2024-02-29,European Union (EU),Citroen,YTD,M,64272,2024-02,1709164800000
2024-02-29,European Union (EU),Cupra,TTM,M,179278,2024-02,1709164800000
2024-02-29,European Union (EU),Cupra,UNITS,M,13763,2024-02,1709164800000
2024-02-29,European Union (EU),Cupra,YTD,M,25033,2024-02,1709164800000
2024-02-29,European Union (EU),DS,TTM,M,46416,2024-02,1709164800000
2024-02-29,European Union (EU),DS,UNITS,M,3434,2024-02,1709164800000
2024-02-29,European Union (EU),DS,YTD,M,7012,2024-02,1709164800000
2024-02-29,European Union (EU),Dacia,TTM,M,537701,2024-02,1709164800000
2024-02-29,European Union (EU),Dacia,UNITS,M,44702,2024-02,1709164800000
2024-02-29,European Union (EU),Dacia,YTD,M,93773,2024-02,1709164800000
2024-02-29,European Union (EU),Fiat,TTM,M,375473,2024-02,1709164800000
2024-02-29,European Union (EU),Fiat,UNITS,M,32693,2024-02,1709164800000
2024-02-29,European Union (EU),Fiat,YTD,M,60900,2024-02,1709164800000
2024-02-29,European Union (EU),Ford,TTM,M,366765,2024-02,1709164800000
2024-02-29,European Union (EU),Ford,UNITS,M,26341,2024-02,1709164800000
2024-02-29,European Union (EU),Ford,YTD,M,51962,2024-02,1709164800000
2024-02-29,European Union (EU),Honda,TTM,M,38572,2024-02,1709164800000
2024-02-29,European Union (EU),Honda,UNITS,M,3316,2024-02,1709164800000
2024-02-29,European Union (EU),Honda,YTD,M,9006,2024-02,1709164800000
2024-02-29,European Union (EU),Hyundai,TTM,M,451943,2024-02,1709164800000
2024-02-29,European Union (EU),Hyundai,UNITS,M,35315,2024-02,1709164800000
2024-02-29,European Union (EU),Hyundai,YTD,M,70113,2024-02,1709164800000
2024-02-29,European Union (EU),Hyundai Group,TTM,M,910454,2024-02,1709164800000
2024-02-29,European Union (EU),Hyundai Group,UNITS,M,69397,2024-02,1709164800000
2024-02-29,European Union (EU),Hyundai Group,YTD,M,138113,2024-02,1709164800000
2024-02-29,European Union (EU),Jaguar,TTM,M,10588,2024-02,1709164800000
2024-02-29,European Union (EU),Jaguar,UNITS,M,550,2024-02,1709164800000
2024-02-29,European Union (EU),Jaguar,YTD,M,1063,2024-02,1709164800000
2024-02-29,European Union (EU),Jaguar Land Rover Group,TTM,M,72273,2024-02,1709164800000
2024-02-29,European Union (EU),Jaguar Land Rover Group,UNITS,M,5249,2024-02,1709164800000
2024-02-29,European Union (EU),Jaguar Land Rover Group,YTD,M,10707,2024-02,1709164800000
2024-02-29,European Union (EU),Jeep,TTM,M,129883,2024-02,1709164800000
2024-02-29,European Union (EU),Jeep,UNITS,M,10725,2024-02,1709164800000
2024-02-29,European Union (EU),Jeep,YTD,M,22173,2024-02,1709164800000
2024-02-29,European Union (EU),Kia,TTM,M,458511,2024-02,1709164800000
2024-02-29,European Union (EU),Kia,UNITS,M,34082,2024-02,1709164800000
2024-02-29,European Union (EU),Kia,YTD,M,68000,2024-02,1709164800000
2024-02-29,European Union (EU),Lancia/Chrysler,TTM,M,49284,2024-02,1709164800000
2024-02-29,European Union (EU),Lancia/Chrysler,UNITS,M,4172,2024-02,1709164800000
2024-02-29,European Union (EU),Lancia/Chrysler,YTD,M,8098,2024-02,1709164800000
2024-02-29,European Union (EU),Land Rover,TTM,M,61685,2024-02,1709164800000
2024-02-29,European Union (EU),Land Rover,UNITS,M,4699,2024-02,1709164800000
2024-02-29,European Union (EU),Land Rover,YTD,M,9644,2024-02,1709164800000
2024-02-29,European Union (EU),Lexus,TTM,M,44600,2024-02,1709164800000
2024-02-29,European Union (EU),Lexus,UNITS,M,4230,2024-02,1709164800000
2024-02-29,European Union (EU),Lexus,YTD,M,8623,2024-02,1709164800000
2024-02-29,European Union (EU),Mazda,TTM,M,153111,2024-02,1709164800000
2024-02-29,European Union (EU),Mazda,UNITS,M,11028,2024-02,1709164800000
2024-02-29,European Union (EU),Mazda,YTD,M,21338,2024-02,1709164800000
2024-02-29,European Union (EU),Mercedes,TTM,M,575956,2024-02,1709164800000
2024-02-29,European Union (EU),Mercedes,UNITS,M,42194,2024-02,1709164800000
2024-02-29,European Union (EU),Mercedes,YTD,M,77028,2024-02,1709164800000
2024-02-29,European Union (EU),Mercedes-Benz,TTM,M,603300,2024-02,1709164800000
2024-02-29,European Union (EU),Mercedes-Benz,UNITS,M,44128,2024-02,1709164800000
2024-02-29,European Union (EU),Mercedes-Benz,YTD,M,81216,2024-02,1709164800000
2024-02-29,European Union (EU),Mini,TTM,M,138831,2024-02,1709164800000
2024-02-29,European Union (EU),Mini,UNITS,M,8137,2024-02,1709164800000
2024-02-29,European Union (EU),Mini,YTD,M,15680,2024-02,1709164800000
2024-02-29,European Union (EU),Mitsubishi,TTM,M,46478,2024-02,1709164800000
2024-02-29,European Union (EU),Mitsubishi,UNITS,M,5552,2024-02,1709164800000
2024-02-29,European Union (EU),Mitsubishi,YTD,M,10269,2024-02,1709164800000
2024-02-29,European Union (EU),Nissan,TTM,M,218250,2024-02,1709164800000
2024-02-29,European Union (EU),Nissan,UNITS,M,19220,2024-02,1709164800000
2024-02-29,European Union (EU),Nissan,YTD,M,37228,2024-02,1709164800000
2024-02-29,European Union (EU),Opel/Vauxhall,TTM,M,369813,2024-02,1709164800000
2024-02-29,European Union (EU),Opel/Vauxhall,UNITS,M,29211,2024-02,1709164800000
2024-02-29,European Union (EU),Opel/Vauxhall,YTD,M,59707,2024-02,1709164800000
2024-02-29,European Union (EU),Peugeot,TTM,M,605963,2024-02,1709164800000
2024-02-29,European Union (EU),Peugeot,UNITS,M,54162,2024-02,1709164800000
2024-02-29,European Union (EU),Peugeot,YTD,M,104968,2024-02,1709164800000
2024-02-29,European Union (EU),Porsche,TTM,M,75687,2024-02,1709164800000
2024-02-29,European Union (EU),Porsche,UNITS,M,8459,2024-02,1709164800000
2024-02-29,European Union (EU),Porsche,YTD,M,15755,2024-02,1709164800000
2024-02-29,European Union (EU),Renault,TTM,M,647461,2024-02,1709164800000
2024-02-29,European Union (EU),Renault,UNITS,M,46703,2024-02,1709164800000
2024-02-29,European Union (EU),Renault,YTD,M,83501,2024-02,1709164800000
2024-02-29,European Union (EU),Renault Group,TTM,M,1189130,2024-02,1709164800000
2024-02-29,European Union (EU),Renault Group,UNITS,M,91683,2024-02,1709164800000
2024-02-29,European Union (EU),Renault Group,YTD,M,177716,2024-02,1709164800000
2024-02-29,European Union (EU),SAIC Motor,TTM,M,158459,2024-02,1709164800000
2024-02-29,European Union (EU),SAIC Motor,UNITS,M,11891,2024-02,1709164800000
2024-02-29,European Union (EU),SAIC Motor,YTD,M,21685,2024-02,1709164800000
2024-02-29,European Union (EU),Seat,TTM,M,221589,2024-02,1709164800000
2024-02-29,European Union (EU),Seat,UNITS,M,19187,2024-02,1709164800000
2024-02-29,European Union (EU),Seat,YTD,M,36287,2024-02,1709164800000
2024-02-29,European Union (EU),Skoda,TTM,M,615763,2024-02,1709164800000
2024-02-29,European Union (EU),Skoda,UNITS,M,53522,2024-02,1709164800000
2024-02-29,European Union (EU),Skoda,YTD,M,108481,2024-02,1709164800000
2024-02-29,European Union (EU),Smart,TTM,M,27344,2024-02,1709164800000
2024-02-29,European Union (EU),Smart,UNITS,M,1934,2024-02,1709164800000
2024-02-29,European Union (EU),Smart,YTD,M,4188,2024-02,1709164800000
2024-02-29,European Union (EU),Stellantis,TTM,M,1996510,2024-02,1709164800000
2024-02-29,European Union (EU),Stellantis,UNITS,M,172514,2024-02,1709164800000
2024-02-29,European Union (EU),Stellantis,YTD,M,335219,2024-02,1709164800000
2024-02-29,European Union (EU),Suzuki,TTM,M,170571,2024-02,1709164800000
2024-02-29,European Union (EU),Suzuki,UNITS,M,17150,2024-02,1709164800000
2024-02-29,European Union (EU),Suzuki,YTD,M,31172,2024-02,1709164800000
2024-02-29,European Union (EU),Tesla,TTM,M,305669,2024-02,1709164800000
2024-02-29,European Union (EU),Tesla,UNITS,M,22181,2024-02,1709164800000
2024-02-29,European Union (EU),Tesla,YTD,M,37311,2024-02,1709164800000
2024-02-29,European Union (EU),Toyota,TTM,M,724074,2024-02,1709164800000
2024-02-29,European Union (EU),Toyota,UNITS,M,65298,2024-02,1709164800000
2024-02-29,European Union (EU),Toyota,YTD,M,136640,2024-02,1709164800000
2024-02-29,European Union (EU),Toyota Group,TTM,M,768674,2024-02,1709164800000
2024-02-29,European Union (EU),Toyota Group,UNITS,M,69528,2024-02,1709164800000
2024-02-29,European Union (EU),Toyota Group,YTD,M,145263,2024-02,1709164800000
2024-02-29,European Union (EU),Volkswagen,TTM,M,1175167,2024-02,1709164800000
2024-02-29,European Union (EU),Volkswagen,UNITS,M,86548,2024-02,1709164800000
2024-02-29,European Union (EU),Volkswagen,YTD,M,170059,2024-02,1709164800000
2024-02-29,European Union (EU),Volkswagen Group,TTM,M,2865493,2024-02,1709164800000
2024-02-29,European Union (EU),Volkswagen Group,UNITS,M,221379,2024-02,1709164800000
2024-02-29,European Union (EU),Volkswagen Group,YTD,M,439148,2024-02,1709164800000
2024-02-29,European Union (EU),Volvo Cars,TTM,M,242054,2024-02,1709164800000
2024-02-29,European Union (EU),Volvo Cars,UNITS,M,24304,2024-02,1709164800000
2024-02-29,European Union (EU),Volvo Cars,YTD,M,45348,2024-02,1709164800000
2024-03-31,EU + EFTA + UK,Alfa Romeo,TTM,M,59404,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Alfa Romeo,UNITS,M,5039,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Alfa Romeo,YTD,M,12594,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Alpine,TTM,M,5820,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Alpine,UNITS,M,466,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Alpine,YTD,M,977,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Audi,TTM,M,802106,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Audi,UNITS,M,64964,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Audi,YTD,M,164255,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,BMW,TTM,M,812032,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,BMW,UNITS,M,80647,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,BMW,YTD,M,196493,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,BMW Group,TTM,M,1012494,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,BMW Group,UNITS,M,97221,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,BMW Group,YTD,M,235353,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Citroen,TTM,M,424715,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Citroen,UNITS,M,45486,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Citroen,YTD,M,114805,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Cupra,TTM,M,223547,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Cupra,UNITS,M,20415,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Cupra,YTD,M,49143,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,DS,TTM,M,56747,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,DS,UNITS,M,4279,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,DS,YTD,M,11535,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Dacia,TTM,M,632321,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Dacia,UNITS,M,52988,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Dacia,YTD,M,151486,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Fiat,TTM,M,410600,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Fiat,UNITS,M,37566,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Fiat,YTD,M,101332,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Ford,TTM,M,563771,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Ford,UNITS,M,48203,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Ford,YTD,M,116901,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Honda,TTM,M,69059,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Honda,UNITS,M,12753,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Honda,YTD,M,24130,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Hyundai,TTM,M,591176,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Hyundai,UNITS,M,53236,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Hyundai,YTD,M,135132,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Hyundai Group,TTM,M,1210811,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Hyundai Group,UNITS,M,112571,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Hyundai Group,YTD,M,278283,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jaguar,TTM,M,31619,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jaguar,UNITS,M,5510,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jaguar,YTD,M,8677,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jaguar Land Rover Group,TTM,M,170798,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jaguar Land Rover Group,UNITS,M,24710,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jaguar Land Rover Group,YTD,M,44936,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jeep,TTM,M,141619,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jeep,UNITS,M,13582,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Jeep,YTD,M,37007,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Kia,TTM,M,619635,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Kia,UNITS,M,59335,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Kia,YTD,M,143151,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Lancia/Chrysler,TTM,M,52917,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Lancia/Chrysler,UNITS,M,4890,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Lancia/Chrysler,YTD,M,12988,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Land Rover,TTM,M,139179,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Land Rover,UNITS,M,19200,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Land Rover,YTD,M,36259,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Lexus,TTM,M,72066,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Lexus,UNITS,M,7065,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Lexus,YTD,M,17104,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mazda,TTM,M,201217,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mazda,UNITS,M,20235,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mazda,YTD,M,45152,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mercedes,TTM,M,730473,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mercedes,UNITS,M,79488,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mercedes,YTD,M,167533,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mercedes-Benz,TTM,M,759299,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mercedes-Benz,UNITS,M,82291,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mercedes-Benz,YTD,M,174798,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mini,TTM,M,200462,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mini,UNITS,M,16574,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mini,YTD,M,38860,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mitsubishi,TTM,M,60488,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mitsubishi,UNITS,M,11586,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Mitsubishi,YTD,M,22334,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Nissan,TTM,M,353850,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Nissan,UNITS,M,51722,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Nissan,YTD,M,102989,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Opel/Vauxhall,TTM,M,529569,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Opel/Vauxhall,UNITS,M,48432,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Opel/Vauxhall,YTD,M,122037,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Peugeot,TTM,M,747497,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Peugeot,UNITS,M,68772,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Peugeot,YTD,M,184256,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Porsche,TTM,M,114336,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Porsche,UNITS,M,12685,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Porsche,YTD,M,31209,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Renault,TTM,M,815262,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Renault,UNITS,M,70175,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Renault,YTD,M,160716,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Renault Group,TTM,M,1453403,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Renault Group,UNITS,M,123629,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Renault Group,YTD,M,313179,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,SAIC Motor,TTM,M,283964,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,SAIC Motor,UNITS,M,26189,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,SAIC Motor,YTD,M,58800,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Seat,TTM,M,285019,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Seat,UNITS,M,28629,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Seat,YTD,M,70575,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Skoda,TTM,M,739377,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Skoda,UNITS,M,66764,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Skoda,YTD,M,187205,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Smart,TTM,M,28826,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Smart,UNITS,M,2803,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Smart,YTD,M,7265,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Stellantis,TTM,M,2432916,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Stellantis,UNITS,M,228774,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Stellantis,YTD,M,598244,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Suzuki,TTM,M,210696,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Suzuki,UNITS,M,24419,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Suzuki,YTD,M,58815,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Tesla,TTM,M,508487,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Tesla,UNITS,M,39684,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Tesla,YTD,M,86027,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Toyota,TTM,M,918470,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Toyota,UNITS,M,94884,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Toyota,YTD,M,244240,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Toyota Group,TTM,M,990536,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Toyota Group,UNITS,M,101949,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Toyota Group,YTD,M,261344,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volkswagen,TTM,M,1528703,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volkswagen,UNITS,M,130445,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volkswagen,YTD,M,323824,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volkswagen Group,TTM,M,3703450,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volkswagen Group,UNITS,M,324897,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volkswagen Group,YTD,M,828384,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volvo Cars,TTM,M,336945,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volvo Cars,UNITS,M,38593,2024-03,1711843200000
2024-03-31,EU + EFTA + UK,Volvo Cars,YTD,M,92206,2024-03,1711843200000
2024-03-31,European Union (EU),Alfa Romeo,TTM,M,49501,2024-03,1711843200000
2024-03-31,European Union (EU),Alfa Romeo,UNITS,M,4775,2024-03,1711843200000
2024-03-31,European Union (EU),Alfa Romeo,YTD,M,12017,2024-03,1711843200000
2024-03-31,European Union (EU),Alpine,TTM,M,4176,2024-03,1711843200000
2024-03-31,European Union (EU),Alpine,UNITS,M,353,2024-03,1711843200000
2024-03-31,European Union (EU),Alpine,YTD,M,795,2024-03,1711843200000
2024-03-31,European Union (EU),Audi,TTM,M,576102,2024-03,1711843200000
2024-03-31,European Union (EU),Audi,UNITS,M,44760,2024-03,1711843200000
2024-03-31,European Union (EU),Audi,YTD,M,127375,2024-03,1711843200000
2024-03-31,European Union (EU),BMW,TTM,M,624101,2024-03,1711843200000
2024-03-31,European Union (EU),BMW,UNITS,M,58135,2024-03,1711843200000
2024-03-31,European Union (EU),BMW,YTD,M,153591,2024-03,1711843200000
2024-03-31,European Union (EU),BMW Group,TTM,M,757491,2024-03,1711843200000
2024-03-31,European Union (EU),BMW Group,UNITS,M,67933,2024-03,1711843200000
2024-03-31,European Union (EU),BMW Group,YTD,M,179069,2024-03,1711843200000
2024-03-31,European Union (EU),Citroen,TTM,M,361569,2024-03,1711843200000
2024-03-31,European Union (EU),Citroen,UNITS,M,40344,2024-03,1711843200000
2024-03-31,European Union (EU),Citroen,YTD,M,104616,2024-03,1711843200000
2024-03-31,European Union (EU),Cupra,TTM,M,178955,2024-03,1711843200000
2024-03-31,European Union (EU),Cupra,UNITS,M,15890,2024-03,1711843200000
2024-03-31,European Union (EU),Cupra,YTD,M,40923,2024-03,1711843200000
